y	st	lat	lon	col	prod	pob	area					
1996	NC	35.64380278	-79.37713611	12	528	7307658	13938.9					
1996	ND	47.43108889	-100.0527222	230	19780	642858	18311.2					
1996	OH	40.29351111	-82.82684444	24	1680	11187032	11609.6					
1996	OR	43.87287222	-120.0895278	55	3245	3195087	25480.5					
1996	PA	40.82463056	-77.64129722	23	1058	12038008	119.283					
1996	SD	44.47313333	-100.0231111	240	23280	730699	19973.1					
1996	TN	35.85901389	-86.47430556	5	320	5313576	10915.1					
1996	TX	31.58439444	-99.21844444	82	6806	19006240	69562.1					
1996	UT	39.44435556	-111.061	34	1564	2022253	21988.7					
1996	VT	44.15561667	-72.06024167	4	332	586352	2490.1					
1996	VA	37.55003056	-78.783875	7	350	6665491	11078.5					
1996	WA	47.41219444	-120.0288611	57	3306	5509963	18466.5					
1996	WV	38.72501944	-80.54168611	10	590	1818983	6275.5					
1996	WI	44.59897778	-89.68231111	69	5382	5173828	16963.9					
1996	WY	43.07391389	-107.56	40	2920	480085	25333.6					
1997	AL	32.46189917	-86.79523056	14	924	4320692	13576.5					
1997	AZ	34.20952778	-111.0595278	32	2560	4552207	28635.1					
1997	ARK	34.41672972	-92.45006306	40	3800	2524007	13773.2					
1997	CAL	37.75058917	-120.0505889	400	30000	32217708	42397					
1997	COLO	38.96655833	-105.0998889	35	1925	3891293	26960.1					
1997	FLA	28.83524083	-81.91857417	240	16080	14683350	17030.4					
1997	GA	32.67768111	-83.52768056	75	3450	7486094	14999.8					
1997	HAW	19.51250278	-155.0625	9	1314	1189322	2831.1					
1997	ID	39.93660444	-86.21993611	120	7680	1210638	216.446					
1997	ILL	40.07544444	-89.30877778	7	483	12011509	14999.8					
1997	IND	39.86693611	-86.14471389	8	568	5872370	94.321					
1997	IOWA	41.93358056	-93.48358056	51	3774	2854396	14574.3					
1997	KS	38.43878889	-98.40545556	17	1207	2616339	21309.6					
1997	KY	37.43447222	-85.09002778	3	180	3907816	10465.9					
1997	LA	31.39494444	-92.51678611	38	4370	4351390	13426.4					
1997	ME	45.45910278	-69.22576944	8	152	1254774	91.646					
1997	MI	44.34451944	-84.69451944	85	5950	9785450	25049.4					
1997	MN	46.37010556	-94.67010556	145	10585	4687726	22517.1					
1997	MS	32.77700556	-89.66033889	19	1387	2731826	12543.4					
1997	MO	38.43345278	-92.51678611	24	1848	5407113	18053.3					
1997	MT	47.19634167	-109.0463333	107	12840	878706	38083.8					
1997	NE	41.36925833	-99.635925	61	4087	1656042	20034.5					
1997	NJ	40.21587222	-74.49920556	8	392	8054178	2258.8					
1997	NY	43.17661667	-75.50995	72	4320	18143184	14129.9					
1997	NC	35.64380278	-79.37713611	8	464	7428672	13938.9					
1997	ND	47.43108889	-100.0527222	245	24500	640945	18311.2					
1997	OH	40.29351111	-82.82684444	22	1760	11212498	11609.6					
1997	OR	43.87287222	-120.0895278	47	2491	3243254	25480.5					
1997	PA	40.82463056	-77.64129722	22	1056	12015888	119.283					
1997	SD	44.47313333	-100.0231111	240	15600	730855	19973.1					
1997	TN	35.85901389	-86.47430556	6	372	5378433	10915.1					
1997	TX	31.58439444	-99.21844444	94	9964	19355427	69562.1					
1997	UT	39.44435556	-111.061	32	1664	2065397	21988.7					
1997	VT	44.15561667	-72.06024167	5	315	588665	2490.1					
1997	VA	37.55003056	-78.783875	8	424	6732878	11078.5					
1997	WA	47.41219444	-120.0288611	54	2808	5604105	18466.5					
1997	WV	38.72501944	-80.54168611	8	560	1815588	6275.5					
1997	WI	44.59897778	-89.68231111	79	4740	5200235	16963.9					
1997	WY	43.07391389	-107.56	38	2356	480031	25333.6					
1998	AL	32.46189917	-86.79523056	16	1136	4350594	13576.5					
1998	AZ	34.20952778	-111.0595278	55	3300	4667277	28635.1					
1998	ARK	34.41672972	-92.45006306	53	3445	2538202	13773.2					
1998	CAL	37.75058917	-120.0505889	450	37350	32682794	42397					
1998	COLO	38.96655833	-105.0998889	27	1944	3968967	26960.1					
1998	FLA	28.83524083	-81.91857417	230	22540	14908230	17030.4					
1998	GA	32.67768111	-83.52768056	75	4200	7636522	14999.8					
1998	HAW	19.51250278	-155.0625	8	944	1190472	2831.1					
1998	ID	39.93660444	-86.21993611	120	6000	1230923	216.446					
1998	ILL	40.07544444	-89.30877778	9	639	12069774	14999.8					
1998	IND	39.86693611	-86.14471389	9	828	5907617	94.321					
1998	IOWA	41.93358056	-93.48358056	50	3900	2861025	14574.3					
1998	KS	38.43878889	-98.40545556	16	736	2638667	21309.6					
1998	KY	37.43447222	-85.09002778	3	150	3934310	10465.9					
1998	LA	31.39494444	-92.51678611	41	4551	4362758	13426.4					
1998	ME	45.45910278	-69.22576944	10	260	1259127	91.646					
1998	MI	44.34451944	-84.69451944	80	6800	9820231	25049.4					
1998	MN	46.37010556	-94.67010556	140	11060	4726411	22517.1					
1998	MS	32.77700556	-89.66033889	18	1548	2751335	12543.4					
1998	MO	38.43345278	-92.51678611	23	1518	5437562	18053.3					
1998	MT	47.19634167	-109.0463333	115	14030	879533	38083.8					
1998	NE	41.36925833	-99.635925	64	4480	1660772	20034.5					
1998	NJ	40.21587222	-74.49920556	11	539	8095542	2258.8					
1998	NY	43.17661667	-75.50995	65	5200	18159175	14129.9					
1998	NC	35.64380278	-79.37713611	8	472	7545828	13938.9					
1998	ND	47.43108889	-100.0527222	230	29440	637808	18311.2					
1998	OH	40.29351111	-82.82684444	18	1404	11237752	11609.6					
1998	OR	43.87287222	-120.0895278	50	2250	3282055	25480.5					
1998	PA	40.82463056	-77.64129722	23	1518	12002329	119.283					
1998	SD	44.47313333	-100.0231111	225	21375	730789	19973.1					
1998	TN	35.85901389	-86.47430556	7	448	5432679	10915.1					
1998	TX	31.58439444	-99.21844444	91	7007	19712389	69562.1					
1998	UT	39.44435556	-111.061	30	1740	2100562	21988.7					
1998	VT	44.15561667	-72.06024167	6	384	590579	2490.1					
1998	VA	37.55003056	-78.783875	8	296	6789225	11078.5					
1998	WA	47.41219444	-120.0288611	58	2958	5687832	18466.5					
1998	WV	38.72501944	-80.54168611	6	330	1811688	6275.5					
1998	WI	44.59897778	-89.68231111	89	8099	5222124	16963.9					
1998	WY	43.07391389	-107.56	46	2760	480045	25333.6					
1999	AL	32.46189917	-86.79523056	17	1156	4369224	13576.5					
1999	AZ	34.20952778	-111.0595278	52	3224	4778332	28635.1					
1999	ARK	34.41672972	-92.45006306	52	4628	2551373	13773.2					
1999	CAL	37.75058917	-120.0505889	505	30300	33145121	42397					
1999	COLO	38.96655833	-105.0998889	27	2052	4056133	26960.1					
1999	FLA	28.83524083	-81.91857417	228	23256	15111244	17030.4					
1999	GA	32.67768111	-83.52768056	65	3315	7788240	14999.8					
1999	HAW	19.51250278	-155.0625	8	640	1185497	2831.1					
1999	ID	39.93660444	-86.21993611	120	5760	1251700	216.446					
1999	ILL	40.07544444	-89.30877778	9	594	12128370	14999.8					
1999	IND	39.86693611	-86.14471389	10	810	5942901	94.321					
1999	IOWA	41.93358056	-93.48358056	40	2600	2869413	14574.3					
1999	KS	38.43878889	-98.40545556	13	871	2654052	21309.6					
1999	KY	37.43447222	-85.09002778	3	150	3960825	10465.9					
1999	LA	31.39494444	-92.51678611	48	5472	4372035	13426.4					
1999	ME	45.45910278	-69.22576944	14	308	1266808	91.646					
1999	MI	44.34451944	-84.69451944	73	6205	9863775	25049.4					
1999	MN	46.37010556	-94.67010556	145	11890	4775508	22517.1					
1999	MS	32.77700556	-89.66033889	18	1314	2768619	12543.4					
1999	MO	38.43345278	-92.51678611	24	1560	5468338	18053.3					
1999	MT	47.19634167	-109.0463333	122	8540	882779	38083.8					
1999	NE	41.36925833	-99.635925	58	4466	1666028	20034.5					
1999	NJ	40.21587222	-74.49920556	10	440	8143412	2258.8					
1999	NY	43.17661667	-75.50995	69	4830	18196601	14129.9					
1999	NC	35.64380278	-79.37713611	9	414	7650789	13938.9					
1999	ND	47.43108889	-100.0527222	255	26775	633666	18311.2					
1999	OH	40.29351111	-82.82684444	20	1480	11256654	11609.6					
1999	OR	43.87287222	-120.0895278	45	2565	3316154	25480.5					
1999	PA	40.82463056	-77.64129722	25	1500	11994016	119.283					
1999	SD	44.47313333	-100.0231111	224	23296	733133	19973.1					
1999	TN	35.85901389	-86.47430556	8	408	5483535	10915.1					
1999	TX	31.58439444	-99.21844444	108	8748	20044141	69562.1					
1999	UT	39.44435556	-111.061	26	1170	2129836	21988.7					
1999	VT	44.15561667	-72.06024167	6	396	593740	2490.1					
1999	VA	37.55003056	-78.783875	7	245	6872912	11078.5					
1999	WA	47.41219444	-120.0288611	52	2600	5756361	18466.5					
1999	WV	38.72501944	-80.54168611	6	234	1806928	6275.5					
1999	WI	44.59897778	-89.68231111	80	6000	5250446	16963.9					
1999	WY	43.07391389	-107.56	37	2664	479602	25333.6					
2000	AL	32.46189917	-86.79523056	16	1248	4385739	13576.5					
2000	AZ	34.20952778	-111.0595278	40	2360	4882966	28635.1					
2000	ARK	34.41672972	-92.45006306	55	5115	2576476	13773.2					
2000	CAL	37.75058917	-120.0505889	440	30800	33634154	42397					
2000	COLO	38.96655833	-105.0998889	29	1740	4136998	26960.1					
2000	FLA	28.83524083	-81.91857417	232	24360	15332382	17030.4					
2000	GA	32.67768111	-83.52768056	55	3135	7942706	14999.8					
2000	HAW	19.51250278	-155.0625	7	784	1178955	2831.1					
2000	ID	39.93660444	-86.21993611	100	4700	1273338	216.446					
2000	ILL	40.07544444	-89.30877778	8	488	12185213	14999.8					
2000	IND	39.86693611	-86.14471389	8	520	5976510	94.321					
2000	IOWA	41.93358056	-93.48358056	30	2010	2877770	14574.3					
2000	KS	38.43878889	-98.40545556	15	1020	2666127	21309.6					
2000	KY	37.43447222	-85.09002778	3	144	3985794	10465.9					
2000	LA	31.39494444	-92.51678611	43	4042	4375055	13426.4					
2000	ME	45.45910278	-69.22576944	11	231	1277072	91.646					
2000	MI	44.34451944	-84.69451944	72	5400	9918208	25049.4					
2000	MN	46.37010556	-94.67010556	150	13500	4828097	22517.1					
2000	MS	32.77700556	-89.66033889	17	1224	2787021	12543.4					
2000	MO	38.43345278	-92.51678611	23	1725	5502695	18053.3					
2000	MT	47.19634167	-109.0463333	148	12728	887885	38083.8					
2000	NE	41.36925833	-99.635925	50	4350	1670458	20034.5					
2000	NJ	40.21587222	-74.49920556	11	385	8204412	2258.8					
2000	NY	43.17661667	-75.50995	58	4640	18279410	14129.9					
2000	NC	35.64380278	-79.37713611	11	539	7747707	13938.9					
2000	ND	47.43108889	-100.0527222	290	33350	629316	18311.2					
2000	OH	40.29351111	-82.82684444	18	1170	11270877	11609.6					
2000	OR	43.87287222	-120.0895278	48	2448	3341584	25480.5					
2000	PA	40.82463056	-77.64129722	22	990	11984572	119.283					
2000	SD	44.47313333	-100.0231111	235	28435	737333	19973.1					
2000	TN	35.85901389	-86.47430556	9	549	5533756	10915.1					
2000	TX	31.58439444	-99.21844444	105	8295	20393784	69562.1					
2000	UT	39.44435556	-111.061	24	984	2164765	21988.7					
2000	VT	44.15561667	-72.06024167	7	413	597921	2490.1					
2000	VA	37.55003056	-78.783875	7	294	6970263	11078.5					
2000	WA	47.41219444	-120.0288611	52	2808	5811180	18466.5					
2000	WV	38.72501944	-80.54168611	7	378	1802555	6275.5					
2000	WI	44.59897778	-89.68231111	84	7560	5280411	16963.9					
2000	WY	43.07391389	-107.56	39	3627	480893	25333.6					
2001	AL	32.46189917	-86.79523056	14	1022	4463343	13576.5					
2001	AZ	34.20952778	-111.0595278	43	2537	5303869	28635.1					
2001	ARK	34.41672972	-92.45006306	58	5655	2690743	13773.2					
2001	CAL	37.75058917	-120.0505889	425	27625	34481753	42397					
2001	COLO	38.96655833	-105.0998889	26	1430	4432779	26960.1					
2001	FLA	28.83524083	-81.91857417	220	2200	16350988	17030.4					
2001	GA	32.67768111	-83.52768056	55	3135	8418687	14999.8					
2001	HAW	19.51250278	-155.0625	8	696	1218790	2831.1					
2001	ID	39.93660444	-86.21993611	100	4600	1320791	216.446					
2001	ILL	40.07544444	-89.30877778	6	456	12506636	14999.8					
2001	IND	39.86693611	-86.14471389	8	608	6124090	94.321					
2001	IOWA	41.93358056	-93.48358056	33	1683	2929240	14574.3					
2001	KS	38.43878889	-98.40545556	13	663	2701167	21309.6					
2001	KY	37.43447222	-85.09002778	3	234	4068775	10465.9					
2001	LA	31.39494444	-92.51678611	45	4770	4460400	13426.4					
2001	ME	45.45910278	-69.22576944	11	220	1285692	91.646					
2001	MI	44.34451944	-84.69451944	76	4560	10005334	25049.4					
2001	MN	46.37010556	-94.67010556	135	10935	4982180	22517.1					
2001	MS	32.77700556	-89.66033889	17	1122	2853090	12543.4					
2001	MO	38.43345278	-92.51678611	25	1525	5642852	18053.3					
2001	MT	47.19634167	-109.0463333	136	13872	905782	38083.8					
2001	NE	41.36925833	-99.635925	43	2064	1717672	20034.5					
2001	NJ	40.21587222	-74.49920556	11	374	8488427	2258.8					
2001	NY	43.17661667	-75.50995	53	3710	19087486	14129.9					
2001	NC	35.64380278	-79.37713611	11	484	8202468	13938.9					
2001	ND	47.43108889	-100.0527222	280	26880	636225	18311.2					
2001	OH	40.29351111	-82.82684444	16	1296	11395572	11609.6					
2001	OR	43.87287222	-120.0895278	44	1936	3469878	25480.5					
2001	PA	40.82463056	-77.64129722	17	969	12296977	119.283					
2001	SD	44.47313333	-100.0231111	235	15275	758803	19973.1					
2001	TN	35.85901389	-86.47430556	9	531	5754748	10915.1					
2001	TX	31.58439444	-99.21844444	97	7663	21330190	69562.1					
2001	UT	39.44435556	-111.061	23	874	2290966	21988.7					
2001	VT	44.15561667	-72.06024167	7	567	611889	2490.1					
2001	VA	37.55003056	-78.783875	9	468	7191579	11078.5					
2001	WA	47.41219444	-120.0288611	42	2184	5988346	18466.5					
2001	WV	38.72501944	-80.54168611	7	455	1798190	6275.5					
2001	WI	44.59897778	-89.68231111	67	5427	5408099	16963.9					
2001	WY	43.07391389	-107.56	38	2927	492976	25333.6					
2002	AL	32.46189917	-86.79523056	12	1032	4471462	13576.5					
2002	AZ	34.20952778	-111.0595278	38	2394	5451472	28635.1					
2002	ARK	34.41672972	-92.45006306	45	3960	2704471	13773.2					
2002	CAL	37.75058917	-120.0505889	470	23500	34867773	42397					
2002	COLO	38.96655833	-105.0998889	24	1440	4502883	26960.1					
2002	FLA	28.83524083	-81.91857417	220	20460	16675166	17030.4					
2002	GA	32.67768111	-83.52768056	50	2600	8582756	14999.8					
2002	HAW	19.51250278	-155.0625	7	952	1226410	2831.1					
2002	ID	39.93660444	-86.21993611	100	5700	1341704	216.446					
2002	ILL	40.07544444	-89.30877778	9	720	12557032	14999.8					
2002	IND	39.86693611	-86.14471389	8	496	6148648	94.321					
2002	IOWA	41.93358056	-93.48358056	33	2310	2929379	14574.3					
2002	KS	38.43878889	-98.40545556	17	884	2711741	21309.6					
2002	KY	37.43447222	-85.09002778	5	270	4090824	10465.9					
2002	LA	31.39494444	-92.51678611	35	4340	4465089	13426.4					
2002	ME	45.45910278	-69.22576944	11	451	1295960	91.646					
2002	MI	44.34451944	-84.69451944	72	5544	10039223	25049.4					
2002	MN	46.37010556	-94.67010556	117	8541	5017355	22517.1					
2002	MS	32.77700556	-89.66033889	18	1404	2858076	12543.4					
2002	MO	38.43345278	-92.51678611	18	900	5679158	18053.3					
2002	MT	47.19634167	-109.0463333	134	8442	909722	38083.8					
2002	NE	41.36925833	-99.635925	43	3225	1724577	20034.5					
2002	NJ	40.21587222	-74.49920556	11	440	8543281	2258.8					
2002	NY	43.17661667	-75.50995	60	5880	19161568	14129.9					
2002	NC	35.64380278	-79.37713611	16	672	8311105	13938.9					
2002	ND	47.43108889	-100.0527222	320	24000	633210	18311.2					
2002	OH	40.29351111	-82.82684444	18	1260	11420660	11609.6					
2002	OR	43.87287222	-120.0895278	43	2107	3516661	25480.5					
2002	PA	40.82463056	-77.64129722	29	1653	12324237	119.283					
2002	SD	44.47313333	-100.0231111	225	11475	761633	19973.1					
2002	TN	35.85901389	-86.47430556	8	488	5802304	10915.1					
2002	TX	31.58439444	-99.21844444	114	7638	21705766	69562.1					
2002	UT	39.44435556	-111.061	22	1298	2334425	21988.7					
2002	VT	44.15561667	-72.06024167	7	623	614753	2490.1					
2002	VA	37.55003056	-78.783875	8	304	7277452	11078.5					
2002	WA	47.41219444	-120.0288611	50	2550	6056348	18466.5					
2002	WV	38.72501944	-80.54168611	9	459	1799219	6275.5					
2002	WI	44.59897778	-89.68231111	70	6650	5446571	16963.9					
2002	WY	43.07391389	-107.56	38	2394	496930	25333.6					
2003	AL	32.46189917	-86.79523056	13	1066	4489876	13576.5					
2003	AZ	34.20952778	-111.0595278	40	2880	5590820	28635.1					
2003	ARK	34.41672972	-92.45006306	40	3000	2722804	13773.2					
2003	CAL	37.75058917	-120.0505889	480	32160	35236589	42397					
2003	COLO	38.96655833	-105.0998889	24	2064	4545766	26960.1					
2003	FLA	28.83524083	-81.91857417	210	14910	16974177	17030.4					
2003	GA	32.67768111	-83.52768056	52	3380	8727810	14999.8					
2003	HAW	19.51250278	-155.0625	7	791	1231632	2831.1					
2003	ID	39.93660444	-86.21993611	100	4600	1363672	216.446					
2003	ILL	40.07544444	-89.30877778	7	420	12599246	14999.8					
2003	IND	39.86693611	-86.14471389	5	280	6184552	94.321					
2003	IOWA	41.93358056	-93.48358056	32	1888	2934585	14574.3					
2003	KS	38.43878889	-98.40545556	16	912	2720361	21309.6					
2003	KY	37.43447222	-85.09002778	5	240	4117691	10465.9					
2003	LA	31.39494444	-92.51678611	34	3060	4473198	13426.4					
2003	ME	45.45910278	-69.22576944	8	264	1306513	91.646					
2003	MI	44.34451944	-84.69451944	65	4810	10072219	25049.4					
2003	MN	46.37010556	-94.67010556	120	9960	5050393	22517.1					
2003	MS	32.77700556	-89.66033889	21	1449	2866386	12543.4					
2003	MO	38.43345278	-92.51678611	17	901	5713051	18053.3					
2003	MT	47.19634167	-109.0463333	145	9570	916620	38083.8					
2003	NE	41.36925833	-99.635925	45	3330	1733099	20034.5					
2003	NJ	40.21587222	-74.49920556	10	190	8585567	2258.8					
2003	NY	43.17661667	-75.50995	67	4824	19235015	14129.9					
2003	NC	35.64380278	-79.37713611	10	440	8399815	13938.9					
2003	ND	47.43108889	-100.0527222	340	29580	631680	18311.2					
2003	OH	40.29351111	-82.82684444	15	750	11450398	11609.6					
2003	OR	43.87287222	-120.0895278	42	2142	3551290	25480.5					
2003	PA	40.82463056	-77.64129722	27	1350	12360988	119.283					
2003	SD	44.47313333	-100.0231111	200	14000	765980	19973.1					
2003	TN	35.85901389	-86.47430556	7	280	5856712	10915.1					
2003	TX	31.58439444	-99.21844444	140	9380	22048452	69562.1					
2003	UT	39.44435556	-111.061	23	1311	2378255	21988.7					
2003	VT	44.15561667	-72.06024167	7	581	616700	2490.1					
2003	VA	37.55003056	-78.783875	6	222	7352164	11078.5					
2003	WA	47.41219444	-120.0288611	58	3248	6108738	18466.5					
2003	WV	38.72501944	-80.54168611	8	376	1802916	6275.5					
2003	WI	44.59897778	-89.68231111	74	5698	5479542	16963.9					
2003	WY	43.07391389	-107.56	39	3159	498865	25333.6					
2004	AL	32.46189917	-86.79523056	12	1044	4510588	13576.5					
2004	AZ	34.20952778	-111.0595278	32	1760	5758692	28635.1					
2004	ARK	34.41672972	-92.45006306	40	2280	2746215	13773.2					
2004	CAL	37.75058917	-120.0505889	390	17550	35538256	42397					
2004	COLO	38.96655833	-105.0998889	23	1840	4595674	26960.1					
2004	FLA	28.83524083	-81.91857417	205	20090	17366358	17030.4					
2004	GA	32.67768111	-83.52768056	63	3087	8907292	14999.8					
2004	HAW	19.51250278	-155.0625	8	768	1246872	2831.1					
2004	ID	39.93660444	-86.21993611	100	6300	1391127	216.446					
2004	ILL	40.07544444	-89.30877778	7	385	12644218	14999.8					
2004	IND	39.86693611	-86.14471389	7	413	6214844	94.321					
2004	IOWA	41.93358056	-93.48358056	35	2345	2942311	14574.3					
2004	KS	38.43878889	-98.40545556	14	1120	2729378	21309.6					
2004	KY	37.43447222	-85.09002778	5	321	4145777	10465.9					
2004	LA	31.39494444	-92.51678611	35	3430	4487246	13426.4					
2004	ME	45.45910278	-69.22576944	7	217	1313688	91.646					
2004	MI	44.34451944	-84.69451944	65	4355	10091511	25049.4					
2004	MN	46.37010556	-94.67010556	135	10125	5080031	22517.1					
2004	MS	32.77700556	-89.66033889	18	1170	2884920	12543.4					
2004	MO	38.43345278	-92.51678611	16	656	5755931	18053.3					
2004	MT	47.19634167	-109.0463333	140	10780	925711	38083.8					
2004	NE	41.36925833	-99.635925	51	4539	1741417	20034.5					
2004	NJ	40.21587222	-74.49920556	12	324	8610474	2258.8					
2004	NY	43.17661667	-75.50995	64	4288	19297907	14129.9					
2004	NC	35.64380278	-79.37713611	9	360	8517909	13938.9					
2004	ND	47.43108889	-100.0527222	390	30420	635480	18311.2					
2004	OH	40.29351111	-82.82684444	16	928	11465854	11609.6					
2004	OR	43.87287222	-120.0895278	42	2268	3573214	25480.5					
2004	PA	40.82463056	-77.64129722	30	1620	12387357	119.283					
2004	SD	44.47313333	-100.0231111	215	22575	773087	19973.1					
2004	TN	35.85901389	-86.47430556	6	324	5918897	10915.1					
2004	TX	31.58439444	-99.21844444	116	8816	22408514	69562.1					
2004	UT	39.44435556	-111.061	23	1610	2438195	21988.7					
2004	VT	44.15561667	-72.06024167	6	408	618120	2490.1					
2004	VA	37.55003056	-78.783875	7	266	7453994	11078.5					
2004	WA	47.41219444	-120.0288611	56	3528	6181646	18466.5					
2004	WV	38.72501944	-80.54168611	9	495	1803462	6275.5					
2004	WI	44.59897778	-89.68231111	68	5848	5512205	16963.9					
2004	WY	43.07391389	-107.56	39	2925	502742	25333.6					
2005	AL	32.46189917	-86.79523056	13	858	4542912	13576.5					
2005	AZ	34.20952778	-111.0595278	36	1800	5973970	28635.1					
2005	ARK	34.41672972	-92.45006306	36	2484	2776257	13773.2					
2005	CAL	37.75058917	-120.0505889	400	30000	35770688	42397					
2005	COLO	38.96655833	-105.0998889	26	1820	4655731	26960.1					
2005	FLA	28.83524083	-81.91857417	160	13760	17773291	17030.4					
2005	GA	32.67768111	-83.52768056	59	2891	9090479	14999.8					
2005	HAW	19.51250278	-155.0625	9	1179	1259147	2831.1					
2005	ID	39.93660444	-86.21993611	95	3515	1425226	216.446					
2005	ILL	40.07544444	-89.30877778	8	680	12672835	14999.8					
2005	IND	39.86693611	-86.14471389	8	512	6253142	94.321					
2005	IOWA	41.93358056	-93.48358056	28	2464	2950517	14574.3					
2005	KS	38.43878889	-98.40545556	16	800	2739997	21309.6					
2005	KY	37.43447222	-85.09002778	5	250	4179655	10465.9					
2005	LA	31.39494444	-92.51678611	35	3395	4495113	13426.4					
2005	ME	45.45910278	-69.22576944	8	208	1318787	91.646					
2005	MI	44.34451944	-84.69451944	65	4420	10092426	25049.4					
2005	MN	46.37010556	-94.67010556	120	8880	5106992	22517.1					
2005	MS	32.77700556	-89.66033889	16	1280	2899300	12543.4					
2005	MO	38.43345278	-92.51678611	15	750	5803587	18053.3					
2005	MT	47.19634167	-109.0463333	130	8710	934656	38083.8					
2005	NE	41.36925833	-99.635925	40	2720	1750772	20034.5					
2005	NJ	40.21587222	-74.49920556	12	384	8619564	2258.8					
2005	NY	43.17661667	-75.50995	60	4380	19329398	14129.9					
2005	NC	35.64380278	-79.37713611	10	540	8655414	13938.9					
2005	ND	47.43108889	-100.0527222	370	33670	634528	18311.2					
2005	OH	40.29351111	-82.82684444	15	1035	11475559	11609.6					
2005	OR	43.87287222	-120.0895278	39	1638	3617086	25480.5					
2005	PA	40.82463056	-77.64129722	28	1568	12415908	119.283					
2005	SD	44.47313333	-100.0231111	220	17380	778775	19973.1					
2005	TN	35.85901389	-86.47430556	7	385	5997481	10915.1					
2005	TX	31.58439444	-99.21844444	84	5964	22790696	69562.1					
2005	UT	39.44435556	-111.061	23	1035	2498863	21988.7					
2005	VT	44.15561667	-72.06024167	6	546	618797	2490.1					
2005	VA	37.55003056	-78.783875	8	296	7547753	11078.5					
2005	WA	47.41219444	-120.0288611	51	2805	6258988	18466.5					
2005	WV	38.72501944	-80.54168611	8	408	1804128	6275.5					
2005	WI	44.59897778	-89.68231111	64	5312	5542096	16963.9					
2005	WY	43.07391389	-107.56	40	2240	506002	25333.6					
2006	AL	32.46189917	-86.79523056	11	792	4594911	13576.5					
2006	AZ	34.20952778	-111.0595278	30	1950	6190987	28635.1					
2006	ARK	34.41672972	-92.45006306	32	2432	2814910	13773.2					
2006	CAL	37.75058917	-120.0505889	380	19760	35947461	42397					
2006	COLO	38.96655833	-105.0998889	36	2700	4747872	26960.1					
2006	FLA	28.83524083	-81.91857417	170	13770	18076361	17030.4					
2006	GA	32.67768111	-83.52768056	63	4662	9323575	14999.8					
2006	HAW	19.51250278	-155.0625	10	930	1269228	2831.1					
2006	ID	39.93660444	-86.21993611	95	4180	1463631	216.446					
2006	ILL	40.07544444	-89.30877778	10	660	12714588	14999.8					
2006	IND	39.86693611	-86.14471389	6	324	6300341	94.321					
2006	IOWA	41.93358056	-93.48358056	26	2184	2965203	14574.3					
2006	KS	38.43878889	-98.40545556	14	770	2754018	21309.6					
2006	KY	37.43447222	-85.09002778	5	280	4216783	10465.9					
2006	LA	31.39494444	-92.51678611	30	2700	4237693	13426.4					
2006	ME	45.45910278	-69.22576944	11	253	1323619	91.646					
2006	MI	44.34451944	-84.69451944	72	3960	10082414	25049.4					
2006	MN	46.37010556	-94.67010556	125	10000	5147857	22517.1					
2006	MS	32.77700556	-89.66033889	14	1372	2896691	12543.4					
2006	MO	38.43345278	-92.51678611	15	690	5857974	18053.3					
2006	MT	47.19634167	-109.0463333	132	10428	946059	38083.8					
2006	NE	41.36925833	-99.635925	47	3431	1759327	20034.5					
2006	NJ	40.21587222	-74.49920556	9	324	8619354	2258.8					
2006	NY	43.17661667	-75.50995	60	3840	19353588	14129.9					
2006	NC	35.64380278	-79.37713611	10	500	9047856	13938.9					
2006	ND	47.43108889	-100.0527222	350	25900	636019	18311.2					
2006	OH	40.29351111	-82.82684444	14	784	11490596	11609.6					
2006	OR	43.87287222	-120.0895278	46	2208	3675743	25480.5					
2006	PA	40.82463056	-77.64129722	28	1120	12466485	119.283					
2006	SD	44.47313333	-100.0231111	225	10575	786973	19973.1					
2006	TN	35.85901389	-86.47430556	7	385	6090290	10915.1					
2006	TX	31.58439444	-99.21844444	82	5740	23356591	69562.1					
2006	UT	39.44435556	-111.061	23	1150	2582234	21988.7					
2006	VT	44.15561667	-72.06024167	6	336	619916	2490.1					
2006	VA	37.55003056	-78.783875	8	336	7633859	11078.5					
2006	WA	47.41219444	-120.0288611	49	2548	6371097	18466.5					
2006	WV	38.72501944	-80.54168611	5	210	1808136	6275.5					
2006	WI	44.59897778	-89.68231111	64	5952	5571510	16963.9					
2006	WY	43.07391389	-107.56	39	3315	512664	25333.6					
2007	AL	32.46189917	-86.79523056	11	616	4634063	13576.5					
2007	AZ	34.20952778	-111.0595278	30	1920	6360238	28635.1					
2007	ARK	34.41672972	-92.45006306	28	2240	2841595	13773.2					
2007	CAL	37.75058917	-120.0505889	340	13600	36185908	42397					
2007	COLO	38.96655833	-105.0998889	33	1683	4837229	26960.1					
2007	FLA	28.83524083	-81.91857417	160	11360	18262096	17030.4					
2007	GA	32.67768111	-83.52768056	60	3480	9526642	14999.8					
2007	HAW	19.51250278	-155.0625	10	920	1269796	2831.1					
2007	ID	39.93660444	-86.21993611	92	3772	1498390	216.446					
2007	ILL	40.07544444	-89.30877778	9	567	12775864	14999.8					
2007	IND	39.86693611	-86.14471389	7	357	6344771	94.321					
2007	IOWA	41.93358056	-93.48358056	26	2106	2979867	14574.3					
2007	KS	38.43878889	-98.40545556	14	560	2773740	21309.6					
